date,year,month,crude_oil_price,polymer_feedstock_index,industrial_production_index,construction_index,supplier_lead_time,supplier_reliability,inventory_holding_cost,xlpe_demand_tons,pvc_demand_tons,lsf_demand_tons,xlpe_demand_tons_lag1,xlpe_demand_tons_lag3,xlpe_demand_tons_lag6,xlpe_demand_tons_lag12,pvc_demand_tons_lag1,pvc_demand_tons_lag3,pvc_demand_tons_lag6,pvc_demand_tons_lag12,lsf_demand_tons_lag1,lsf_demand_tons_lag3,lsf_demand_tons_lag6,lsf_demand_tons_lag12,xlpe_demand_tons_rolling_mean3,xlpe_demand_tons_rolling_std3,xlpe_demand_tons_rolling_mean6,xlpe_demand_tons_rolling_std6,xlpe_demand_tons_rolling_mean12,xlpe_demand_tons_rolling_std12,xlpe_demand_tons_rolling_min12,xlpe_demand_tons_rolling_max12,pvc_demand_tons_rolling_mean3,pvc_demand_tons_rolling_std3,pvc_demand_tons_rolling_mean6,pvc_demand_tons_rolling_std6,pvc_demand_tons_rolling_mean12,pvc_demand_tons_rolling_std12,pvc_demand_tons_rolling_min12,pvc_demand_tons_rolling_max12,lsf_demand_tons_rolling_mean3,lsf_demand_tons_rolling_std3,lsf_demand_tons_rolling_mean6,lsf_demand_tons_rolling_std6,lsf_demand_tons_rolling_mean12,lsf_demand_tons_rolling_std12,lsf_demand_tons_rolling_min12,lsf_demand_tons_rolling_max12,crude_oil_price_rolling_mean3,crude_oil_price_rolling_std3,crude_oil_price_rolling_mean6,crude_oil_price_rolling_std6,polymer_feedstock_index_rolling_mean3,polymer_feedstock_index_rolling_std3,polymer_feedstock_index_rolling_mean6,polymer_feedstock_index_rolling_std6,industrial_production_index_rolling_mean3,industrial_production_index_rolling_std3,industrial_production_index_rolling_mean6,industrial_production_index_rolling_std6,construction_index_rolling_mean3,construction_index_rolling_std3,construction_index_rolling_mean6,construction_index_rolling_std6,month_sin,month_cos,quarter,year_trend,month_index,oil_feedstock_interaction,production_construction_interaction,xlpe_demand_price_ratio,pvc_demand_price_ratio,lsf_demand_price_ratio,price_volatility_index,supply_chain_stress,xlpe_demand_tons_momentum3,xlpe_demand_tons_diff1,pvc_demand_tons_momentum3,pvc_demand_tons_diff1,lsf_demand_tons_momentum3,lsf_demand_tons_diff1,crude_oil_price_momentum3,crude_oil_price_diff1,polymer_feedstock_index_momentum3,polymer_feedstock_index_diff1,industrial_production_index_momentum3,industrial_production_index_diff1,construction_index_momentum3,construction_index_diff1
2016-01-01,2016,1,73.97371322408986,96.7850040797174,97.68152435638729,79.96991309250149,57,0.9050707633619542,14.769065469791322,979.0848052620526,1619.7219419469268,198.26261344574235,979.0848052620526,979.0848052620526,979.0848052620526,979.0848052620526,1619.7219419469268,1619.7219419469268,1619.7219419469268,1619.7219419469268,198.26261344574235,198.26261344574235,198.26261344574235,198.26261344574235,979.0848052620526,37.19707001425784,979.0848052620526,37.19707001425784,979.0848052620526,37.19707001425784,979.0848052620526,979.0848052620526,1619.7219419469268,38.5128339853289,1619.7219419469268,38.5128339853289,1619.7219419469268,38.5128339853289,1619.7219419469268,1619.7219419469268,198.26261344574235,16.24474947654069,198.26261344574235,16.24474947654069,198.26261344574235,16.24474947654069,198.26261344574235,198.26261344574235,73.97371322408986,1.6120815795555836,73.97371322408986,1.6120815795555836,96.7850040797174,1.4650634394650215,96.7850040797174,1.4650634394650215,97.68152435638729,2.7779200318377453,97.68152435638729,2.7779200318377453,79.96991309250149,0.8971507702586663,79.96991309250149,0.8971507702586663,0.49999999999999994,0.8660254037844387,1,0,0,71.59546136185382,0.7811583013523358,13.235577377278519,21.89591236335906,2.6801765763081535,1.6120815795555836,0.06012184987076231,27.75824449125701,52.60460089470496,3.5693592677289665,54.46537214747559,10.215032970245508,-22.97354502707708,19.075053843017287,-2.279827633459348,5.914024568615317,-2.0719125858284,9.183878292617443,3.9285721842128396,31.122205107969393,1.2687627867932747
2016-01-31,2016,1,71.69388559063052,94.713091493889,101.61009654060013,81.23867587929476,65,0.8461087943602714,15.74620636481342,1031.6894061567575,1674.1873140944024,175.28906841866527,979.0848052620526,979.0848052620526,979.0848052620526,979.0848052620526,1619.7219419469268,1619.7219419469268,1619.7219419469268,1619.7219419469268,198.26261344574235,198.26261344574235,198.26261344574235,198.26261344574235,1005.387105709405,37.19707001425784,1005.387105709405,37.19707001425784,1005.387105709405,37.19707001425784,979.0848052620526,1031.6894061567575,1646.9546280206646,38.5128339853289,1646.9546280206646,38.5128339853289,1646.9546280206646,38.5128339853289,1619.7219419469268,1674.1873140944024,186.7758409322038,16.24474947654069,186.7758409322038,16.24474947654069,186.7758409322038,16.24474947654069,175.28906841866527,198.26261344574235,72.83379940736019,1.6120815795555836,72.83379940736019,1.6120815795555836,95.7490477868032,1.4650634394650215,95.7490477868032,1.4650634394650215,99.6458104484937,2.7779200318377453,99.6458104484937,2.7779200318377453,80.60429448589812,0.8971507702586663,80.60429448589812,0.8971507702586663,0.49999999999999994,0.8660254037844387,1,0,1,67.90349545497799,0.8254669698925663,14.3902007494428,23.35188419907872,2.4449653826765574,1.6120815795555836,0.11114364851758175,27.75824449125701,52.60460089470496,3.5693592677289665,54.46537214747559,10.215032970245508,-22.97354502707708,19.075053843017287,-2.279827633459348,5.914024568615317,-2.0719125858284,9.183878292617443,3.9285721842128396,31.122205107969393,1.2687627867932747
2016-03-01,2016,3,80.11163532372774,89.35856488946351,103.04390935651269,98.89055436750031,72,0.8958941253374585,16.948956094945345,1082.8493144568913,1687.4509008841533,214.4829806114351,1031.6894061567575,979.0848052620526,979.0848052620526,979.0848052620526,1674.1873140944024,1619.7219419469268,1619.7219419469268,1619.7219419469268,175.28906841866527,198.26261344574235,198.26261344574235,198.26261344574235,1031.207841958567,51.883930750948146,1031.207841958567,51.883930750948146,1031.207841958567,51.883930750948146,979.0848052620526,1082.8493144568913,1660.4533856418275,35.89245829886081,1660.4533856418275,35.89245829886081,1660.4533856418275,35.89245829886081,1619.7219419469268,1687.4509008841533,196.01155415861422,19.69368272262103,196.01155415861422,19.69368272262103,196.01155415861422,19.69368272262103,175.28906841866527,214.4829806114351,75.25974471281604,4.353738093266639,75.25974471281604,4.353738093266639,93.6188868210233,3.832226854092226,93.6188868210233,3.832226854092226,100.77851008450004,2.7762286015148883,100.77851008450004,2.7762286015148883,86.6997144464322,10.576619178079504,86.6997144464322,10.576619178079504,1.0,6.123233995736766e-17,1,0,2,71.58660763476362,1.0190069320459991,13.516754589781408,21.063743038888614,2.6773012402595255,4.353738093266639,0.08328469973003322,27.75824449125701,51.15990830013379,3.5693592677289665,13.263586789750889,10.215032970245508,39.19391219276983,19.075053843017287,8.417749733097224,5.914024568615317,-5.354526604425487,9.183878292617443,1.4338128159125603,31.122205107969393,17.651878488205554
2016-03-31,2016,3,88.0842388512642,102.50889299972722,106.65247666765136,104.85831346981468,61,0.923247058619737,16.276565029547758,1250.8615592834408,1677.5356371932492,218.51520477689533,1082.8493144568913,979.0848052620526,979.0848052620526,979.0848052620526,1687.4509008841533,1619.7219419469268,1619.7219419469268,1619.7219419469268,214.4829806114351,198.26261344574235,198.26261344574235,198.26261344574235,1121.8000932990299,114.66028325385156,1086.1212712897855,117.71392043327617,1086.1212712897855,117.71392043327617,979.0848052620526,1250.8615592834408,1679.7246173906017,6.8974204859941874,1664.723948529683,30.52534255347219,1664.723948529683,30.52534255347219,1619.7219419469268,1687.4509008841533,202.76241793566524,23.87788533753694,201.63746681318452,19.62560399682662,201.63746681318452,19.62560399682662,175.28906841866527,218.51520477689533,79.96325325520748,8.196184046907742,78.46586824742808,7.331684849560851,95.52684979435992,6.612823472661808,95.84138836569929,5.435871065293845,103.76882752158805,2.5981780339234897,102.24700173028786,3.7100091222135148,94.99584790553659,12.282034595111758,91.23936420227781,12.530373569121672,1.0,6.123233995736766e-17,1,0,3,90.29417815366658,1.118339883074868,14.200742103199637,19.044674269432853,2.4807526025838973,7.331684849560851,0.05202143804662271,27.75824449125701,168.01224482654948,3.5693592677289665,-9.915263690904112,10.215032970245508,4.032224165460235,19.075053843017287,7.972603527536464,5.914024568615317,13.150328110263715,9.183878292617443,3.608567311138671,31.122205107969393,5.967759102314361
2016-04-30,2016,4,73.65690002113551,97.67167789462697,114.87217893029604,111.82059908526078,73,0.8058506649961813,14.93111130944517,1293.650070590168,1761.375408957159,153.3712354184844,1250.8615592834408,1031.6894061567575,979.0848052620526,979.0848052620526,1677.5356371932492,1674.1873140944024,1619.7219419469268,1619.7219419469268,218.51520477689533,175.28906841866527,198.26261344574235,198.26261344574235,1209.1203147768335,111.42705378995971,1127.6270311498622,137.8624887547024,1127.6270311498622,137.8624887547024,979.0848052620526,1293.650070590168,1708.787315678187,45.81166641319008,1684.054240615178,50.667034293097394,1684.054240615178,50.667034293097394,1619.7219419469268,1761.375408957159,195.4564736022716,36.50260487512784,191.98422053424449,27.473606748833326,191.98422053424449,27.473606748833326,153.3712354184844,218.51520477689533,80.61759139870915,7.226964791127225,77.50407460216957,6.703762908267149,96.51304526127257,6.651285931021407,96.20744627148483,4.778233212267333,108.1895216514867,6.062084685920542,104.7720371702895,6.496317851791268,105.18982230752526,6.471393797547157,95.3556111788744,14.229376029819797,0.8660254037844387,-0.4999999999999998,2,0,4,71.94193013581089,1.2845075866214974,17.56318919502397,23.913243816285238,2.0822385326354382,6.703762908267149,0.15747668283643074,25.391427194087868,42.78851130672729,5.207786137712911,83.83977176390977,-12.50382194275328,-65.14396935841094,2.738049994547298,-14.42733883012869,3.1237354351682844,-4.837215105100256,13.051933657396741,8.219702262644688,37.64453676153578,6.962285615446106
2016-05-30,2016,5,72.12690434440655,109.57473913665667,103.3756110325373,117.632108603088,49,0.8560931423358857,14.14347409125833,1291.0264012844398,1764.8495101455887,177.89443022050028,1293.650070590168,1082.8493144568913,979.0848052620526,979.0848052620526,1761.375408957159,1687.4509008841533,1619.7219419469268,1619.7219419469268,153.3712354184844,214.4829806114351,198.26261344574235,198.26261344574235,1278.512677052683,23.982475801567684,1154.860259505625,140.1953815379635,1154.860259505625,140.1953815379635,979.0848052620526,1293.650070590168,1734.5868520986658,49.43832709957776,1697.5201188702465,56.05085150404298,1697.5201188702465,56.05085150404298,1619.7219419469268,1764.8495101455887,183.2602901386267,32.90180124914307,189.63592214862047,25.23739856005723,189.63592214862047,25.23739856005723,153.3712354184844,218.51520477689533,77.95601440560209,8.804596498930708,76.60787955920907,6.385244164037005,103.25177001033695,5.986202170203305,98.43532841568013,6.931519544457577,108.30008887682823,5.922730607651828,104.53929948066413,5.838383123625449,111.43700705272114,6.395531069604829,99.06836074957668,15.642479662985256,0.49999999999999994,-0.8660254037844387,2,0,5,79.03286728272937,1.2160291103890009,17.899373514212925,24.46867124254242,2.4664087809876456,6.385244164037005,0.07834928917268442,19.22493592120531,-2.623669305728299,4.586717706623755,3.474101188429813,-17.058952783400528,24.523194802015894,-9.967005350789837,-1.5299956767289586,22.623655910544848,11.903061242029708,0.3219032333847016,-11.496567897758752,18.951814311748837,5.8115095178272185
2016-06-29,2016,6,84.43370252405913,101.71944302218569,111.55878057112352,116.73876613576545,47,0.8973121638154162,17.873359803249862,1451.6216745240968,1650.6963681035973,157.48727322620766,1291.0264012844398,1250.8615592834408,979.0848052620526,979.0848052620526,1764.8495101455887,1677.5356371932492,1619.7219419469268,1619.7219419469268,177.89443022050028,218.51520477689533,198.26261344574235,198.26261344574235,1345.4327154662349,91.9716922726801,1233.6164043826325,153.77182447820414,1197.2547473654067,170.1763860726027,979.0848052620526,1451.6216745240968,1725.6404290687815,64.92670136570771,1702.6825232296915,48.3497560744292,1690.831011617868,54.14139561780479,1619.7219419469268,1764.8495101455887,162.91764628839746,13.132535342435732,182.84003211203137,27.808784679881793,185.0432580168472,26.04649404155804,153.3712354184844,218.51520477689533,76.73916896320038,6.707429219312582,78.35121110920394,6.9271373396042435,102.98862001782311,6.0521751806742055,99.25773490609151,6.98904199011502,109.93552351131895,5.91768459522796,106.8521755164535,5.3024758231182245,115.3971579413714,3.129432077773623,105.19650292345402,13.752117034240376,1.2246467991473532e-16,-1.0,2,0,6,85.88549193048208,1.3023234395483563,17.19244367035144,19.55020707084634,1.8652181358662099,6.9271373396042435,0.053625870007504864,16.049746972451693,160.595273239657,-1.599922439475432,-114.15314204199149,-27.92845999572312,-20.40715699429262,-4.144369497668288,12.306798179652574,-0.770128282961402,-7.855296114470988,4.600271889382479,8.183169538586228,11.33000548341907,-0.8933424673225545
2016-07-29,2016,7,75.73947783322326,101.211294681425,104.6392589967436,110.60410919933742,60,0.8739086384187102,15.409218434014488,1231.891804692738,1627.664539950575,240.3152767029552,1451.6216745240968,1293.650070590168,1031.6894061567575,979.0848052620526,1650.6963681035973,1761.375408957159,1674.1873140944024,1619.7219419469268,157.48727322620766,153.3712354184844,175.28906841866527,198.26261344574235,1324.8466268337581,113.70206535583006,1266.9834708052958,118.97660687583031,1201.584379531323,158.0279244234787,979.0848052620526,1451.6216745240968,1681.0701393999204,73.46327993577935,1694.9287275390536,56.82162853740297,1682.9352026594565,54.8751792274261,1619.7219419469268,1764.8495101455887,191.89899338322107,43.153393632714476,193.67773349274634,35.800264210317835,191.9522603526107,31.038318839263138,153.3712354184844,240.3152767029552,77.43336156722965,6.3258400182840075,79.02547648296941,6.319802583748294,104.16849228008913,4.688835941858528,100.34076877068084,6.63865012843117,106.5245502001348,4.405315892816259,107.35703592581075,4.826376541677395,114.99166131273029,3.8258953660267188,110.09074181012778,7.171428001386746,-0.4999999999999997,-0.8660254037844388,3,0,7,76.65690609995617,1.157353202861358,16.264857376034964,21.49030580240675,3.172919639505891,6.319802583748294,0.08406090772085983,-4.773954510685852,-219.72986983135866,-7.591276017969884,-23.03182815302216,56.68862290066177,82.82800347674754,2.827403558241204,-8.694224690835867,3.6239950649939123,-0.5081483407606839,-8.908092480566365,-6.919521574379914,-1.0878942662396418,-6.13465693642803
2016-08-28,2016,8,64.3140778935982,95.4598391453807,107.5124076329072,110.27902279096864,64,0.8911343762011392,15.413929291912948,1265.6659133914063,1647.674541612018,185.33050808215836,1231.891804692738,1291.0264012844398,1082.8493144568913,979.0848052620526,1627.664539950575,1764.8495101455887,1687.4509008841533,1619.7219419469268,240.3152767029552,177.89443022050028,214.4829806114351,198.26261344574235,1316.3931308694139,118.32261773989862,1297.4529039610482,79.12420009179527,1208.7045499602214,149.35693230587796,979.0848052620526,1451.6216745240968,1642.0118165553968,12.516633665556492,1688.2993343270311,60.0946493761325,1679.0173514319633,52.65947832540497,1619.7219419469268,1764.8495101455887,194.37768600377373,42.148643053425204,188.8189880712002,34.361222357768085,191.2165101003382,29.117469631224115,153.3712354184844,240.3152767029552,74.82908608362686,10.090660715283331,76.39255024461448,8.641194679626741,99.46352561633046,3.4765906722397086,101.3576478133337,4.844972479442659,107.9034824002581,3.476298219344994,108.10178563854316,4.348855467066257,112.54063270869051,3.639321845738582,111.98881988070582,4.693014952055244,-0.8660254037844385,-0.5000000000000004,3,0,8,61.394115305063686,1.1856363251661284,19.679453625772815,25.6191893839782,2.8816475980386573,8.641194679626741,0.0774155547014121,-1.9643663264982347,33.774108698668215,-6.639374510969187,20.010001661442857,4.180050973176086,-54.98476862079684,-10.832055696584519,-11.425399939625066,-12.881527350635547,-5.751455536044304,4.001714291263392,2.8731486361635916,-6.2509172873284164,-0.3250864083687759
2016-09-27,2016,9,72.04048034868772,93.38056878784506,111.17370604039448,99.31419144243944,61,0.8618804443985254,15.425874912889997,1125.3403457315612,1643.4477638872872,227.71211647326385,1265.6659133914063,1451.6216745240968,1250.8615592834408,979.0848052620526,1647.674541612018,1650.6963681035973,1677.5356371932492,1619.7219419469268,185.33050808215836,157.48727322620766,218.51520477689533,198.26261344574235,1207.6326879385686,73.24066352808192,1276.5327017024017,105.95210741368686,1200.3681295373553,143.26144604827715,979.0848052620526,1451.6216745240968,1639.5956151499602,10.546531612032396,1682.618022109371,62.86330688412411,1675.4603926774957,50.90605864653363,1619.7219419469268,1764.8495101455887,217.7859670861258,28.804991343732,190.35180668726161,36.111441296102385,194.86607073763076,29.77947215761751,153.3712354184844,240.3152767029552,70.69801202516972,5.829803328143488,73.71859049418507,6.522205039382278,96.68390087155025,4.056329909807737,99.83626044468667,5.75828965543777,107.77512422334843,3.2751358058467117,108.85532386733371,4.438287927926053,106.73244114424851,6.426448612726904,111.06479954280995,6.554405382097605,-1.0,-1.8369701987210297e-16,3,0,9,67.27181030710034,1.1041126725061223,15.6209445062655,22.812837392709362,3.160891145798861,6.522205039382278,0.09361436546322167,-22.47702238942556,-140.3255676598451,-0.43912401798263945,-4.2267777247307095,44.59080521775773,42.38160839110549,-14.678051305211914,7.726402455089527,-8.197915744113793,-2.079270357535634,-0.34517635345031605,3.66129840748728,-14.926125459525153,-10.964831348529202
